Sample_Name,Date,Wet_Sediment_Mass_g,Wet_Sediment_Mass_Added_Water_g,Dry_Sediment_Mass_g,Added_Water_Mass_g,Total_Water_Mass_g,Moisture
EC_032_INC-W3,10/14/2022,23.62,24.35,9.97,0.73,14.38,144.2326981
EC_032_INC-W3,10/21/2022,22.74,24.35,9.97,1.61,14.38,144.2326981
EC_032_INC-W3,10/25/2022,23.64,24.34,9.97,0.7,14.37,144.1323972
EC_033_INC-W3,9/8/2022,19.95,25.11,15.9,5.16,9.21,57.9245283
EC_033_INC-W3,9/9/2022,24.93,25.11,15.9,0.18,9.21,57.9245283
EC_033_INC-W3,9/13/2022,24.67,25.11,15.9,0.44,9.21,57.9245283
EC_033_INC-W3,9/16/2022,24.84,25.11,15.9,0.27,9.21,57.9245283
EC_033_INC-W3,9/20/2022,24.6,25.12,15.9,0.52,9.22,57.98742138
EC_033_INC-W3,9/23/2022,24.74,25.11,15.9,0.37,9.21,57.9245283
EC_034_INC-W3,9/1/2022,20,22.98,14.77,2.98,8.21,55.58564658
EC_034_INC-W3,9/2/2022,22.84,22.98,14.77,0.14,8.21,55.58564658
EC_034_INC-W3,9/6/2022,21.96,22.98,14.77,1.02,8.21,55.58564658
EC_034_INC-W3,9/9/2022,22,22.96,14.77,0.96,8.19,55.45023697
EC_034_INC-W3,9/13/2022,22.23,22.97,14.77,0.74,8.2,55.51794177
EC_034_INC-W3,9/16/2022,22.26,22.98,14.77,0.72,8.21,55.58564658
EC_034_INC-W3,9/20/2022,21.72,22.97,14.77,1.25,8.2,55.51794177
EC_035_INC-W3,10/20/2022,20.02,22.97,7.6,2.95,15.37,202.2368421
EC_035_INC-W3,10/21/2022,22.69,22.97,7.6,0.28,15.37,202.2368421
EC_035_INC-W3,10/25/2022,22.14,22.97,7.6,0.83,15.37,202.2368421
EC_035_INC-W3,10/31/2022,22.22,22.96,7.6,0.74,15.36,202.1052632
EC_035_INC-W3,11/4/2022,22.15,22.97,7.6,0.82,15.37,202.2368421
EC_035_INC-W3,11/8/2022,22.31,22.97,7.6,0.66,15.37,202.2368421
EC_037_INC-W3,11/3/2022,19.86,24.82,17.15,4.96,7.67,44.72303207
EC_037_INC-W3,11/4/2022,24.72,24.82,17.15,0.1,7.67,44.72303207
EC_037_INC-W3,11/8/2022,24.34,24.82,17.15,0.48,7.67,44.72303207
EC_037_INC-W3,11/11/2022,24.49,24.82,17.15,0.33,7.67,44.72303207
EC_037_INC-W3,11/15/2022,24.25,24.82,17.15,0.57,7.67,44.72303207
EC_037_INC-W3,11/18/2022,24.4,24.82,17.15,0.42,7.67,44.72303207
EC_038_INC-W3,11/3/2022,19.99,24.98,16.22,4.99,8.76,54.00739827
EC_038_INC-W3,11/4/2022,24.81,24.98,16.22,0.17,8.76,54.00739827
EC_038_INC-W3,11/8/2022,24.56,24.98,16.22,0.42,8.76,54.00739827
EC_038_INC-W3,11/11/2022,24.63,24.98,16.22,0.35,8.76,54.00739827
EC_038_INC-W3,11/15/2022,24.36,24.98,16.22,0.62,8.76,54.00739827
EC_038_INC-W3,11/18/2022,24.62,24.98,16.22,0.36,8.76,54.00739827
EC_039_INC-W3,10/27/2022,20.01,21.98,15.43,1.97,6.55,42.44977317
EC_039_INC-W3,10/31/2022,21.65,21.98,15.43,0.33,6.55,42.44977317
EC_039_INC-W3,11/4/2022,21.61,21.98,15.43,0.37,6.55,42.44977317
EC_039_INC-W3,11/8/2022,21.53,21.98,15.43,0.45,6.55,42.44977317
EC_039_INC-W3,11/11/2022,21.63,21.98,15.43,0.35,6.55,42.44977317
EC_039_INC-W3,11/15/2022,21.41,21.98,15.43,0.57,6.55,42.44977317
EC_040_INC-W3,10/20/2022,20.12,22.92,13.76,2.8,9.16,66.56976744
EC_040_INC-W3,10/21/2022,22.49,22.92,13.76,0.43,9.16,66.56976744
EC_040_INC-W3,10/25/2022,21.8,22.91,13.76,1.11,9.15,66.49709302
EC_040_INC-W3,10/31/2022,21.35,22.91,13.76,1.56,9.15,66.49709302
EC_040_INC-W3,11/4/2022,21.75,22.91,13.76,1.16,9.15,66.49709302
EC_040_INC-W3,11/8/2022,21.44,22.92,13.76,1.48,9.16,66.56976744
EC_041_INC-W3,10/13/2022,20.01,23.24,13.74,3.23,9.5,69.1411936
EC_041_INC-W3,10/14/2022,23.11,23.24,13.74,0.13,9.5,69.1411936
EC_041_INC-W3,10/21/2022,22.52,23.24,13.74,0.72,9.5,69.1411936
EC_041_INC-W3,10/25/2022,22.87,23.24,13.74,0.37,9.5,69.1411936
EC_041_INC-W3,10/31/2022,22.62,23.24,13.74,0.62,9.5,69.1411936
EC_042_INC-W3,10/13/2022,19.92,22.9,14.5,2.98,8.4,57.93103448
EC_042_INC-W3,10/14/2022,22.8,22.9,14.5,0.1,8.4,57.93103448
EC_042_INC-W3,10/21/2022,22.46,22.9,14.5,0.44,8.4,57.93103448
EC_042_INC-W3,10/25/2022,22.46,22.9,14.5,0.44,8.4,57.93103448
EC_042_INC-W3,10/31/2022,22.19,22.9,14.5,0.71,8.4,57.93103448
EC_044_INC-W3,12/8/2022,19.96,23.48,16.43,3.52,7.05,42.90931223
EC_044_INC-W3,12/13/2022,22.98,23.48,16.43,0.5,7.05,42.90931223
EC_044_INC-W3,12/16/2022,23.17,23.48,16.43,0.31,7.05,42.90931223
EC_044_INC-W3,12/20/2022,22.92,23.48,16.43,0.56,7.05,42.90931223
EC_044_INC-W3,12/22/2022,23.24,23.48,16.43,0.24,7.05,42.90931223
EC_044_INC-W3,12/27/2022,22.92,23.48,16.43,0.56,7.05,42.90931223
EC_051_INC-W3,1/26/2023,19.98,23.98,14.69,4,9.29,63.24029952
EC_051_INC-W3,1/27/2023,23.85,23.98,14.69,0.13,9.29,63.24029952
EC_051_INC-W3,1/31/2023,23.47,23.98,14.69,0.51,9.29,63.24029952
EC_051_INC-W3,2/3/2023,23.67,23.98,14.69,0.31,9.29,63.24029952
EC_051_INC-W3,2/7/2023,23.49,23.98,14.69,0.49,9.29,63.24029952
EC_051_INC-W3,2/10/2023,23.63,23.98,14.69,0.35,9.29,63.24029952
EC_052_INC-W3,3/23/2023,20.07,23.06,12.34,2.99,10.72,86.8719611
EC_052_INC-W3,3/24/2023,22.94,23.06,12.34,0.12,10.72,86.8719611
EC_052_INC-W3,3/28/2023,22.65,23.06,12.34,0.41,10.72,86.8719611
EC_052_INC-W3,3/31/2023,22.81,23.06,12.34,0.25,10.72,86.8719611
EC_052_INC-W3,4/4/2023,22.63,23.06,12.34,0.43,10.72,86.8719611
EC_052_INC-W3,4/7/2023,22.78,23.06,12.34,0.28,10.72,86.8719611
EC_052_INC-W3,4/11/2023,22.58,23.06,12.34,0.48,10.72,86.8719611
EC_053_INC-W3,5/18/2023,20,23,13.82,3,9.18,66.42547033
EC_053_INC-W3,5/19/2023,22.92,23.01,13.82,0.09,9.19,66.49782923
EC_053_INC-W3,5/23/2023,22.65,22.99,13.82,0.34,9.17,66.35311143
EC_053_INC-W3,5/27/2023,22.59,23,13.82,0.41,9.18,66.42547033
EC_053_INC-W3,5/30/2023,22.69,22.99,13.82,0.3,9.17,66.35311143
EC_053_INC-W3,6/2/2023,22.66,22.99,13.82,0.33,9.17,66.35311143
EC_053_INC-W3,6/6/2023,22.54,22.99,13.82,0.45,9.17,66.35311143
EC_056_INC-W3,12/8/2022,19.95,24.43,17.07,4.48,7.36,43.11657879
EC_056_INC-W3,12/13/2022,23.78,24.43,17.07,0.65,7.36,43.11657879
EC_056_INC-W3,12/16/2022,24.11,24.43,17.07,0.32,7.36,43.11657879
EC_056_INC-W3,12/20/2022,23.84,24.43,17.07,0.59,7.36,43.11657879
EC_056_INC-W3,12/22/2022,24.14,24.43,17.07,0.29,7.36,43.11657879
EC_056_INC-W3,12/27/2022,23.7,24.43,17.07,0.73,7.36,43.11657879
EC_057_INC-W3,2/9/2023,20,25.01,17.07,5.01,7.94,46.51435267
EC_057_INC-W3,2/10/2023,24.88,25.01,17.07,0.13,7.94,46.51435267
EC_057_INC-W3,2/17/2023,24.17,25.01,17.07,0.84,7.94,46.51435267
EC_057_INC-W3,2/21/2023,24.48,25.01,17.07,0.53,7.94,46.51435267
EC_057_INC-W3,2/24/2023,24.58,25.01,17.07,0.43,7.94,46.51435267
EC_057_INC-W3,2/28/2023,24.35,25.01,17.07,0.66,7.94,46.51435267
EC_063_INC-W3,11/17/2022,20.01,24.54,16.63,4.53,7.91,47.56464221
EC_063_INC-W3,11/18/2022,24.42,24.54,16.63,0.12,7.91,47.56464221
EC_063_INC-W3,11/23/2022,23.94,24.54,16.63,0.6,7.91,47.56464221
EC_063_INC-W3,11/29/2022,23.72,24.54,16.63,0.82,7.91,47.56464221
EC_063_INC-W3,12/2/2022,24.14,24.54,16.63,0.4,7.91,47.56464221
EC_063_INC-W3,12/6/2022,23.96,24.54,16.63,0.58,7.91,47.56464221
EC_064_INC-W3,12/15/2022,19.99,22.96,8.99,2.97,13.97,155.3948832
EC_064_INC-W3,12/16/2022,22.84,22.96,8.99,0.12,13.97,155.3948832
EC_064_INC-W3,12/20/2022,22.45,22.96,8.99,0.51,13.97,155.3948832
EC_064_INC-W3,12/22/2022,22.7,22.76,8.99,0.06,13.77,153.1701891
EC_064_INC-W3,12/27/2022,22.25,22.96,8.99,0.71,13.97,155.3948832
EC_064_INC-W3,12/30/2022,22.5,22.97,8.99,0.47,13.98,155.5061179
EC_064_INC-W3,1/3/2023,22.54,22.96,8.99,0.42,13.97,155.3948832
EC_065_INC-W3,5/4/2023,19.95,21.99,14.82,2.04,7.17,48.3805668
EC_065_INC-W3,5/5/2023,21.89,21.99,14.82,0.1,7.17,48.3805668
EC_065_INC-W3,5/9/2023,21.66,21.99,14.82,0.33,7.17,48.3805668
EC_065_INC-W3,5/12/2023,21.67,21.98,14.82,0.31,7.16,48.31309042
EC_065_INC-W3,5/16/2023,21.59,21.99,14.82,0.4,7.17,48.3805668
EC_065_INC-W3,5/19/2023,21.78,21.99,14.82,0.21,7.17,48.3805668
EC_065_INC-W3,5/23/2023,21.58,21.99,14.82,0.41,7.17,48.3805668
EC_066_INC-W3,12/1/2022,19.99,25.85,15.79,5.86,10.06,63.71120963
EC_066_INC-W3,12/2/2022,25.73,25.85,15.79,0.12,10.06,63.71120963
EC_066_INC-W3,12/6/2022,25.26,25.85,15.79,0.59,10.06,63.71120963
EC_066_INC-W3,12/13/2022,24.89,25.83,15.79,0.94,10.04,63.58454718
EC_066_INC-W3,12/16/2022,25.46,25.85,15.79,0.39,10.06,63.71120963
EC_066_INC-W3,12/20/2022,25.21,25.85,15.79,0.64,10.06,63.71120963
EC_068_INC-W3,3/9/2023,19.96,22.89,8.29,2.93,14.6,176.1158022
EC_068_INC-W3,3/10/2023,22.62,22.89,8.29,0.27,14.6,176.1158022
EC_068_INC-W3,3/14/2023,21.84,22.89,8.29,1.05,14.6,176.1158022
EC_068_INC-W3,3/17/2023,22.23,22.89,8.29,0.66,14.6,176.1158022
EC_068_INC-W3,3/21/2023,21.67,22.89,8.29,1.22,14.6,176.1158022
EC_068_INC-W3,3/24/2023,22.03,22.87,8.29,0.84,14.58,175.8745476
EC_068_INC-W3,3/28/2023,22.31,22.89,8.29,0.58,14.6,176.1158022
EC_069_INC-W3,1/26/2023,20.01,24.47,15.88,4.46,8.59,54.09319899
EC_069_INC-W3,1/27/2023,24.15,24.47,15.88,0.32,8.59,54.09319899
EC_069_INC-W3,1/31/2023,23.84,24.47,15.88,0.63,8.59,54.09319899
EC_069_INC-W3,2/3/2023,24.12,24.46,15.88,0.34,8.58,54.0302267
EC_069_INC-W3,2/7/2023,23.83,24.47,15.88,0.64,8.59,54.09319899
EC_069_INC-W3,2/10/2023,24.12,24.46,15.88,0.34,8.58,54.0302267
EC_070_INC-W3,1/12/2023,19.99,23.49,14.68,3.5,8.81,60.01362398
EC_070_INC-W3,1/20/2023,22.69,23.48,14.68,0.79,8.8,59.94550409
EC_070_INC-W3,1/27/2023,22.69,23.48,14.68,0.79,8.8,59.94550409
EC_070_INC-W3,1/31/2023,22.93,23.49,14.68,0.56,8.81,60.01362398
EC_071_INC-W3,4/6/2023,20.04,22.03,10.56,1.99,11.47,108.6174242
EC_071_INC-W3,4/7/2023,21.77,22.04,10.56,0.27,11.48,108.7121212
EC_071_INC-W3,4/11/2023,20.93,22.02,10.56,1.09,11.46,108.5227273
EC_071_INC-W3,4/14/2023,21.04,22.03,10.56,0.99,11.47,108.6174242
EC_071_INC-W3,4/18/2023,20.73,22.02,10.56,1.29,11.46,108.5227273
EC_071_INC-W3,4/21/2023,20.55,22.04,10.56,1.49,11.48,108.7121212
EC_071_INC-W3,4/25/2023,21.18,22.03,10.56,0.85,11.47,108.6174242
EC_072_INC-W3,1/19/2023,19.97,22.93,9.96,2.96,12.97,130.2208835
EC_072_INC-W3,1/20/2023,22.6,22.93,9.96,0.33,12.97,130.2208835
EC_072_INC-W3,1/27/2023,21.48,22.93,9.96,1.45,12.97,130.2208835
EC_072_INC-W3,1/31/2023,21.93,22.93,9.96,1,12.97,130.2208835
EC_072_INC-W3,2/3/2023,22.42,22.93,9.96,0.51,12.97,130.2208835
EC_072_INC-W3,2/7/2023,21.94,22.93,9.96,0.99,12.97,130.2208835
EC_073_INC-W3,2/16/2023,19.96,22.9,10.85,2.94,12.05,111.0599078
EC_073_INC-W3,2/17/2023,22.74,22.9,10.85,0.16,12.05,111.0599078
EC_073_INC-W3,2/21/2023,22.39,22.9,10.85,0.51,12.05,111.0599078
EC_073_INC-W3,2/24/2023,22.58,22.9,10.85,0.32,12.05,111.0599078
EC_073_INC-W3,2/28/2023,22.34,22.9,10.85,0.56,12.05,111.0599078
EC_073_INC-W3,3/3/2023,22.58,22.9,10.85,0.32,12.05,111.0599078
EC_073_INC-W3,3/7/2023,22.27,22.9,10.85,0.63,12.05,111.0599078
EC_074_INC-W3,1/12/2023,20,23.49,16.73,3.49,6.76,40.40645547
EC_074_INC-W3,1/20/2023,22.77,23.49,16.73,0.72,6.76,40.40645547
EC_074_INC-W3,1/27/2023,22.64,23.49,16.73,0.85,6.76,40.40645547
EC_074_INC-W3,1/31/2023,22.9,23.49,16.73,0.59,6.76,40.40645547
EC_075_INC-W3,3/9/2023,20,23.03,14.7,3.03,8.33,56.66666667
EC_075_INC-W3,3/10/2023,22.87,23.03,14.7,0.16,8.33,56.66666667
EC_075_INC-W3,3/14/2023,22.49,23.03,14.7,0.54,8.33,56.66666667
EC_075_INC-W3,3/17/2023,22.62,23.03,14.7,0.41,8.33,56.66666667
EC_075_INC-W3,3/21/2023,22.42,23.03,14.7,0.61,8.33,56.66666667
EC_075_INC-W3,3/24/2023,22.56,23.03,14.7,0.47,8.33,56.66666667
EC_075_INC-W3,3/28/2023,22.34,23.03,14.7,0.69,8.33,56.66666667
EC_076_INC-W3,3/2/2023,20.07,25,15.57,4.93,9.43,60.56518947
EC_076_INC-W3,3/3/2023,24.73,25,15.57,0.27,9.43,60.56518947
EC_076_INC-W3,3/7/2023,24.52,25,15.57,0.48,9.43,60.56518947
EC_076_INC-W3,3/10/2023,24.66,25,15.57,0.34,9.43,60.56518947
EC_076_INC-W3,3/14/2023,24.43,25,15.57,0.57,9.43,60.56518947
EC_076_INC-W3,3/17/2023,24.69,25,15.57,0.31,9.43,60.56518947
EC_076_INC-W3,3/21/2023,24.48,25,15.57,0.52,9.43,60.56518947
EC_078_INC-W3,3/2/2023,20.19,23.11,12.15,2.92,10.96,90.20576132
EC_078_INC-W3,3/3/2023,22.83,23.11,12.15,0.28,10.96,90.20576132
EC_078_INC-W3,3/7/2023,22.57,23.11,12.15,0.54,10.96,90.20576132
EC_078_INC-W3,3/10/2023,22.77,23.11,12.15,0.34,10.96,90.20576132
EC_078_INC-W3,3/14/2023,22.47,23.11,12.15,0.64,10.96,90.20576132
EC_078_INC-W3,3/17/2023,22.71,23.11,12.15,0.4,10.96,90.20576132
EC_078_INC-W3,3/21/2023,22.55,23.11,12.15,0.56,10.96,90.20576132
EC_080_INC-W3,3/23/2023,19.97,20.97,4.28,1,16.69,389.953271
EC_080_INC-W3,3/24/2023,20.79,20.97,4.28,0.18,16.69,389.953271
EC_080_INC-W3,3/28/2023,20.42,20.97,4.28,0.55,16.69,389.953271
EC_080_INC-W3,3/31/2023,20.59,20.96,4.28,0.37,16.68,389.7196262
EC_080_INC-W3,4/4/2023,20.34,20.97,4.28,0.63,16.69,389.953271
EC_080_INC-W3,4/7/2023,20.59,20.97,4.28,0.38,16.69,389.953271
EC_080_INC-W3,4/11/2023,20.22,20.97,4.28,0.75,16.69,389.953271
EC_081_INC-W3,4/27/2023,20.04,22.98,14.91,2.94,8.07,54.12474849
EC_081_INC-W3,4/28/2023,22.76,22.98,14.91,0.22,8.07,54.12474849
EC_081_INC-W3,5/2/2023,22.62,22.98,14.91,0.36,8.07,54.12474849
EC_081_INC-W3,5/5/2023,22.68,22.99,14.91,0.31,8.08,54.19181757
EC_081_INC-W3,5/9/2023,22.61,23,14.91,0.39,8.09,54.25888665
EC_081_INC-W3,5/12/2023,22.65,22.99,14.91,0.34,8.08,54.19181757
EC_081_INC-W3,5/16/2023,22.59,22.99,14.91,0.4,8.08,54.19181757
EC_082_INC-W3,4/27/2023,20.04,22.98,15.2,2.94,7.78,51.18421053
EC_082_INC-W3,4/28/2023,22.76,22.98,15.2,0.22,7.78,51.18421053
EC_082_INC-W3,5/2/2023,22.41,22.98,15.2,0.57,7.78,51.18421053
EC_082_INC-W3,5/5/2023,22.58,22.98,15.2,0.4,7.78,51.18421053
EC_082_INC-W3,5/9/2023,22.48,22.99,15.2,0.51,7.79,51.25
EC_082_INC-W3,5/12/2023,22.7,23,15.2,0.3,7.8,51.31578947
EC_082_INC-W3,5/16/2023,22.66,22.98,15.2,0.32,7.78,51.18421053
EC_084_INC-W3,3/16/2023,19.93,21.92,14.15,1.99,7.77,54.91166078
EC_084_INC-W3,3/17/2023,21.74,23.21,14.15,1.47,9.06,64.02826855
EC_084_INC-W3,3/21/2023,22.79,23.21,14.15,0.42,9.06,64.02826855
EC_084_INC-W3,3/24/2023,22.89,23.21,14.15,0.32,9.06,64.02826855
EC_084_INC-W3,3/28/2023,22.67,23.22,14.15,0.55,9.07,64.09893993
EC_084_INC-W3,3/31/2023,22.91,23.2,14.15,0.29,9.05,63.95759717
EC_084_INC-W3,4/4/2023,22.5,23.21,14.15,0.71,9.06,64.02826855
EC_085_INC-W3,3/16/2023,20.06,23,14.98,2.94,8.02,53.53805073
EC_085_INC-W3,3/17/2023,22.85,23,14.98,0.15,8.02,53.53805073
EC_085_INC-W3,3/21/2023,22.36,23.01,14.98,0.65,8.03,53.60480641
EC_085_INC-W3,3/24/2023,22.51,22.99,14.98,0.48,8.01,53.47129506
EC_085_INC-W3,3/28/2023,22.39,23,14.98,0.61,8.02,53.53805073
EC_085_INC-W3,3/31/2023,22.4,23,14.98,0.6,8.02,53.53805073
EC_085_INC-W3,4/4/2023,22.09,23,14.98,0.91,8.02,53.53805073
EC_088_INC-W3,4/13/2023,19.96,22.98,13.71,3.02,9.27,67.61487965
EC_088_INC-W3,4/14/2023,22.67,22.98,13.71,0.31,9.27,67.61487965
EC_088_INC-W3,4/18/2023,22.21,22.98,13.71,0.77,9.27,67.61487965
EC_088_INC-W3,4/21/2023,22.51,22.98,13.71,0.47,9.27,67.61487965
EC_088_INC-W3,4/25/2023,22.34,22.98,13.71,0.64,9.27,67.61487965
EC_088_INC-W3,4/28/2023,22.6,22.98,13.71,0.38,9.27,67.61487965
EC_088_INC-W3,5/2/2023,22.5,22.98,13.71,0.48,9.27,67.61487965
EC_089_INC-W3,5/4/2023,20.01,23.02,15.5,3.01,7.52,48.51612903
EC_089_INC-W3,5/5/2023,22.94,23.02,15.5,0.08,7.52,48.51612903
EC_089_INC-W3,5/9/2023,22.73,23.02,15.5,0.29,7.52,48.51612903
EC_089_INC-W3,5/12/2023,22.75,23.02,15.5,0.27,7.52,48.51612903
EC_089_INC-W3,5/16/2023,22.65,23.02,15.5,0.37,7.52,48.51612903
EC_089_INC-W3,5/19/2023,22.81,23.02,15.5,0.21,7.52,48.51612903
EC_089_INC-W3,5/23/2023,22.59,23.02,15.5,0.43,7.52,48.51612903
EC_090_INC-W3,5/18/2023,20,23,16.95,3,6.05,35.69321534
EC_090_INC-W3,5/19/2023,22.94,23,16.95,0.06,6.05,35.69321534
EC_090_INC-W3,5/23/2023,22.69,22.99,16.95,0.3,6.04,35.63421829
EC_090_INC-W3,5/27/2023,22.59,22.99,16.95,0.4,6.04,35.63421829
EC_090_INC-W3,5/30/2023,22.67,22.99,16.95,0.32,6.04,35.63421829
EC_090_INC-W3,6/2/2023,22.77,23,16.95,0.23,6.05,35.69321534
EC_090_INC-W3,6/6/2023,22.71,22.99,16.95,0.28,6.04,35.63421829
EC_091_INC-W3,5/25/2023,20,23,15.1,3,7.9,52.31788079
EC_091_INC-W3,5/27/2023,22.73,23,15.1,0.27,7.9,52.31788079
EC_091_INC-W3,5/30/2023,22.54,23.01,15.1,0.47,7.91,52.38410596
EC_091_INC-W3,6/2/2023,22.69,23,15.1,0.31,7.9,52.31788079
EC_091_INC-W3,6/6/2023,22.61,23,15.1,0.39,7.9,52.31788079
EC_091_INC-W3,6/9/2023,22.68,23,15.1,0.32,7.9,52.31788079
EC_091_INC-W3,6/13/2023,22.61,23.01,15.1,0.4,7.91,52.38410596
EC_092_INC-W3,5/25/2023,20.03,23.06,16.72,3.03,6.34,37.91866029
EC_092_INC-W3,5/27/2023,22.86,23.07,16.72,0.21,6.35,37.9784689
EC_092_INC-W3,5/30/2023,22.79,23.06,16.72,0.27,6.34,37.91866029
EC_092_INC-W3,6/2/2023,22.73,23.06,16.72,0.33,6.34,37.91866029
EC_092_INC-W3,6/6/2023,22.61,23.06,16.72,0.45,6.34,37.91866029
EC_092_INC-W3,6/9/2023,22.7,23.06,16.72,0.36,6.34,37.91866029
EC_092_INC-W3,6/13/2023,22.68,23.06,16.72,0.38,6.34,37.91866029
EC_093_INC-W3,5/11/2023,20.02,23.06,16.36,3.04,6.7,40.95354523
EC_093_INC-W3,5/12/2023,22.89,23.07,16.36,0.18,6.71,41.01466993
EC_093_INC-W3,5/16/2023,22.73,23.06,16.36,0.33,6.7,40.95354523
EC_093_INC-W3,5/19/2023,22.87,23.06,16.36,0.19,6.7,40.95354523
EC_093_INC-W3,5/23/2023,22.77,23.06,16.36,0.29,6.7,40.95354523
EC_093_INC-W3,5/27/2023,22.67,23.05,16.36,0.38,6.69,40.89242054
EC_093_INC-W3,5/30/2023,22.74,23.06,16.36,0.32,6.7,40.95354523
EC_094_INC-W3,5/11/2023,20,23.02,15.55,3.02,7.47,48.03858521
EC_094_INC-W3,5/12/2023,22.85,23.02,15.55,0.17,7.47,48.03858521
EC_094_INC-W3,5/16/2023,22.6,23.03,15.55,0.43,7.48,48.10289389
EC_094_INC-W3,5/19/2023,22.85,23.02,15.55,0.17,7.47,48.03858521
EC_094_INC-W3,5/23/2023,22.64,23.01,15.55,0.37,7.46,47.97427653
EC_094_INC-W3,5/27/2023,22.53,23.01,15.55,0.48,7.46,47.97427653
EC_094_INC-W3,5/30/2023,22.61,23.01,15.55,0.4,7.46,47.97427653
EC_095_INC-W3,6/15/2023,19.96,22.91,12.41,2.95,10.5,84.60918614
EC_095_INC-W3,6/16/2023,22.75,22.91,12.41,0.16,10.5,84.60918614
EC_095_INC-W3,6/21/2023,22.18,22.91,12.41,0.73,10.5,84.60918614
EC_095_INC-W3,6/23/2023,22.71,22.91,12.41,0.2,10.5,84.60918614
EC_095_INC-W3,6/27/2023,22.49,22.91,12.41,0.42,10.5,84.60918614
EC_095_INC-W3,6/30/2023,22.63,22.91,12.41,0.28,10.5,84.60918614
EC_095_INC-W3,7/3/2023,22.44,22.91,12.41,0.47,10.5,84.60918614
EC_005_INC-W4,11/10/2022,20.08,24.08,15.75,4,8.33,52.88888889
EC_005_INC-W4,11/11/2022,23.94,24.08,15.75,0.14,8.33,52.88888889
EC_005_INC-W4,11/15/2022,23.55,24.08,15.75,0.53,8.33,52.88888889
EC_005_INC-W4,11/18/2022,23.72,24.08,15.75,0.36,8.33,52.88888889
EC_005_INC-W4,11/23/2022,23.4,24.08,15.75,0.68,8.33,52.88888889
EC_005_INC-W4,11/29/2022,23.26,24.08,15.75,0.82,8.33,52.88888889
EC_009_INC-W4,4/20/2023,20.05,23.05,14.69,3,8.36,56.90946222
EC_009_INC-W4,4/21/2023,22.86,23.05,14.69,0.19,8.36,56.90946222
EC_009_INC-W4,4/25/2023,22.36,23.05,14.69,0.69,8.36,56.90946222
EC_009_INC-W4,4/28/2023,22.71,23.05,14.69,0.34,8.36,56.90946222
EC_009_INC-W4,5/2/2023,22.58,23.05,14.69,0.47,8.36,56.90946222
EC_009_INC-W4,5/5/2023,22.83,23.05,14.69,0.22,8.36,56.90946222
EC_009_INC-W4,5/9/2023,22.72,23.05,14.69,0.33,8.36,56.90946222
EC_011_INC-W4,8/25/2022,20.08,40.15,13.01,20.07,27.14,208.6087625
EC_011_INC-W4,8/31/2022,39.39,-9999,13.01,0,26.38,202.7671022
EC_011_INC-W4,9/2/2022,39.11,-9999,13.01,0,26.1,200.6149116
EC_011_INC-W4,9/6/2022,38.48,-9999,13.01,0,25.47,195.7724827
EC_011_INC-W4,9/9/2022,37.85,-9999,13.01,0,24.84,190.9300538
EC_011_INC-W4,9/13/2022,37.4,-9999,13.01,0,24.39,187.471176
EC_012_INC-W4,8/25/2022,19.94,40.01,11.12,20.07,28.89,259.8021583
EC_012_INC-W4,8/31/2022,38.55,-9999,11.12,0,27.43,246.6726619
EC_012_INC-W4,9/2/2022,37.96,-9999,11.12,0,26.84,241.3669065
EC_012_INC-W4,9/6/2022,37.35,-9999,11.12,0,26.23,235.881295
EC_012_INC-W4,9/9/2022,36.79,-9999,11.12,0,25.67,230.8453237
EC_012_INC-W4,9/13/2022,36.34,-9999,11.12,0,25.22,226.7985612
EC_013_INC-W4,7/14/2022,20.01,22.93,9.93,2.92,13,130.9164149
EC_013_INC-W4,7/19/2022,22.59,22.93,9.93,0.34,13,130.9164149
EC_013_INC-W4,7/22/2022,22.73,22.93,9.93,0.2,13,130.9164149
EC_013_INC-W4,7/26/2022,22.66,22.93,9.93,0.27,13,130.9164149
EC_013_INC-W4,7/29/2022,22.77,22.93,9.93,0.16,13,130.9164149
EC_013_INC-W4,8/2/2022,22.66,22.92,9.93,0.26,12.99,130.81571
EC_014_INC-W4,6/16/2022,20.09,23.07,12.47,2.98,10.6,85.00400962
EC_014_INC-W4,6/17/2022,23,23.07,12.47,0.07,10.6,85.00400962
EC_014_INC-W4,6/21/2022,22.7,23.07,12.47,0.37,10.6,85.00400962
EC_014_INC-W4,6/24/2022,22.74,23.07,12.47,0.33,10.6,85.00400962
EC_014_INC-W4,6/28/2022,22.69,23.06,12.47,0.37,10.59,84.92381716
EC_014_INC-W4,7/1/2022,22.75,23.07,12.47,0.32,10.6,85.00400962
EC_017_INC-W4,11/17/2022,19.93,24.43,15.89,4.5,8.54,53.74449339
EC_017_INC-W4,11/18/2022,24.3,24.43,15.89,0.13,8.54,53.74449339
EC_017_INC-W4,11/23/2022,23.88,24.43,15.89,0.55,8.54,53.74449339
EC_017_INC-W4,11/29/2022,23.75,24.43,15.89,0.68,8.54,53.74449339
EC_017_INC-W4,12/2/2022,24.06,24.43,15.89,0.37,8.54,53.74449339
EC_017_INC-W4,12/6/2022,23.98,24.43,15.89,0.45,8.54,53.74449339
EC_018_INC-W4,6/16/2022,20.02,22.92,13.39,2.9,9.53,71.1725168
EC_018_INC-W4,6/17/2022,22.86,22.95,13.39,0.09,9.56,71.3965646
